Graph Name, Max Ref Count, Compression Window, Avg Ref Chain, Bits/Node, Bits/Link
uk-2002transpose, -1, 1, 0, 28.000114035884373, 1.7395229140746613
uk-2002transpose, 1, 1, 0, 34.23687736920078, 2.126985362051149
uk-2002transpose, 3, 1, 0, 30.59314993137869, 1.9006167350301661
uk-2002transpose, -1, 3, 0, 26.124589225142365, 1.623004874897389
uk-2002transpose, 1, 3, 0, 30.690242847838874, 1.9066486873558022
uk-2002transpose, 3, 3, 0, 28.260374754744557, 1.755691758369746
uk-2002transpose, -1, 7, 0, 25.368097845812468, 1.5760074202813892
uk-2002transpose, 1, 7, 0, 29.57715488675621, 1.8374974684999614
uk-2002transpose, 3, 7, 0, 27.411046880735203, 1.7029267840375648
